MER opacity measurements for Pancam 440-nm solar filter images.
Flux_1AU = 3660.55 DN ms-1 in the current best fit.
Abs_Err = 0.0300000 (absolute error in tau derivation at AM=1).
The date of the current best fit is 2018-Dec-07 21:12:25 UTC.
N_ENTRIES = 8697

Comments or questions to Mark Lemmon, lemmon@tamu.edu.

  Product_ID,                    L_s,  R_au,     Sol,     AM,    Flux,    TAU, Rel_err
"1P183686284ESF63TUP2618L8M1", 313.7, 1.448, 624.686,  2.539,  93.280,  1.135,   0.017
"1P183749385ESF63TUP2630L8M1", 314.1, 1.449, 625.397,  1.294, 272.108,  1.399,   0.029
"1P183754450ESF63TUP2600L8M1", 314.1, 1.449, 625.454,  1.083, 363.437,  1.406,   0.033
"1P183769786ESF63ZLP2600L8M1", 314.2, 1.449, 625.627,  1.469, 275.683,  1.222,   0.025
"1P183838459ESF63ZLP2630L8M1", 314.7, 1.450, 626.400,  1.275, 317.295,  1.299,   0.029
"1P183839744ESF63ZLP2600L8M1", 314.7, 1.450, 626.415,  1.203, 327.291,  1.351,   0.030
"1P183847236ESF63ZLP2600L8M1", 314.8, 1.450, 626.499,  1.038, 332.462,  1.548,   0.035
"1P183849274ESF63ZNP2600L8M1", 314.8, 1.451, 626.522,  1.048, 317.630,  1.573,   0.035
"1P183862174ESF63##P2600L8M1", 314.9, 1.451, 626.667,  2.029, 117.571,  1.303,   0.019
"1P183864143ESF63##P2618L8M1", 314.9, 1.451, 626.689,  2.649,  63.905,  1.228,   0.017
"1P184109216ESF63##P2600L8M1", 316.5, 1.454, 629.450,  1.088, 256.545,  1.713,   0.033
"1P184112006ESF63##P2600L8M1", 316.5, 1.454, 629.481,  1.042, 276.017,  1.713,   0.035
"1P184115999ESF63##P2600L8M1", 316.5, 1.454, 629.526,  1.049, 286.796,  1.662,   0.035
"1P184116018ESF63##P2650L8M1", 316.5, 1.454, 629.526,  1.049, 288.652,  1.659,   0.035
"1P184125231ESF63##P2650L8M1", 316.6, 1.454, 629.630,  1.495, 150.261,  1.602,   0.024
"1P184125253ESF63##P2600L8M1", 316.6, 1.454, 629.630,  1.497, 149.500,  1.601,   0.024
"1P184195705ESF63##P2630L8M1", 317.1, 1.455, 630.424,  1.162, 263.825,  1.579,   0.031
"1P184197133ESF63##P2600L8M1", 317.1, 1.455, 630.440,  1.111, 289.651,  1.568,   0.033
"1P184198329ESF63##P2600L8M1", 317.1, 1.455, 630.453,  1.079, 300.095,  1.580,   0.033
"1P184210217ESF63##P2600L8M1", 317.2, 1.455, 630.587,  1.207, 231.259,  1.621,   0.030
"1P184217829ETH63##P2600L8M1", 317.2, 1.456, 630.673,  2.150,  52.967,  1.591,   0.019
"1P184287098ESF63##P2600L8M1", 317.7, 1.457, 631.453,  1.079, 341.265,  1.458,   0.033
"1P184292731ESF63##F0006L8M1", 317.7, 1.457, 631.517,  1.039, 377.949,  1.408,   0.035
"1P184294988ESF6400P2600L8M1", 317.7, 1.457, 631.542,  1.069, 379.531,  1.371,   0.034
"1P184303277ESF6400P2600L8M1", 317.8, 1.457, 631.635,  1.546, 191.150,  1.392,   0.024
"1P184373871ESF6400P2619L8M1", 318.2, 1.458, 632.430,  1.137, 341.974,  1.380,   0.032
"1P184375874ESF6400P2600L8M1", 318.3, 1.458, 632.453,  1.078, 377.377,  1.364,   0.033
"1P184383644ESF6400P2600L8M1", 318.3, 1.458, 632.541,  1.066, 410.178,  1.301,   0.034
"1P184395748ESF6400P2600L8M1", 318.4, 1.458, 632.677,  2.246,  96.767,  1.261,   0.018
"1P184464633ESF6400P2600L8M1", 318.8, 1.459, 633.453,  1.078, 443.763,  1.213,   0.033
"1P184480818ESF6400P2600L8M1", 319.0, 1.459, 633.635,  1.540, 293.391,  1.117,   0.023
"1P184553399ESF6400P2600L8M1", 319.4, 1.460, 634.453,  1.077, 431.289,  1.239,   0.033
"1P184573559ESF6400P2600L8M1", 319.6, 1.461, 634.680,  2.318, 131.687,  1.087,   0.017
"1P184642174ESF6400P2600L8M1", 320.0, 1.462, 635.452,  1.076, 512.433,  1.077,   0.034
"1P184658993ESF6400P2600L8M1", 320.1, 1.462, 635.642,  1.615, 323.393,  1.003,   0.022
"1P184730959ESF6400P2600L8M1", 320.6, 1.463, 636.453,  1.075, 355.330,  1.417,   0.034
"1P184750422ESF6400P2600L8M1", 320.7, 1.463, 636.672,  2.112, 155.569,  1.112,   0.018
"1P184819725ESF6400P2600L8M1", 321.2, 1.464, 637.452,  1.075, 476.280,  1.144,   0.034
"1P184836854ESF6400P2600L8M1", 321.3, 1.464, 637.645,  1.654, 289.848,  1.044,   0.022
"1P184908509ESF6400P2600L8M1", 321.8, 1.465, 638.452,  1.074, 533.305,  1.038,   0.034
"1P184929205ESF6444P2600L8M1", 321.9, 1.466, 638.685,  2.490, 136.058,  0.996,   0.016
"1P184992219ESF6444P2630L8M1", 322.3, 1.467, 639.395,  1.290, 373.705,  1.138,   0.029
"1P184997276ESF6444P2600L8M1", 322.3, 1.467, 639.452,  1.073, 432.233,  1.232,   0.034
"1P184998499ESF6444P2619L8M1", 322.3, 1.467, 639.466,  1.050, 497.732,  1.125,   0.034
"1P185014532ESF6444P2600L8M1", 322.4, 1.467, 639.647,  1.668, 295.129,  1.021,   0.022
"1P185016620ESF6444P2618L8M1", 322.5, 1.467, 639.670,  2.071, 192.278,  1.030,   0.018
"1P185081200ESF6444P2630L8M1", 322.9, 1.468, 640.397,  1.275, 428.642,  1.042,   0.029
"1P185091295ESF6444P2600L8M1", 322.9, 1.468, 640.511,  1.028, 528.615,  1.089,   0.036
"1P185094456ESF6444P2600L8M1", 323.0, 1.468, 640.547,  1.070, 522.480,  1.057,   0.035
"1P185095205ESF6444P2600L8M1", 323.0, 1.468, 640.555,  1.089, 508.885,  1.063,   0.034
"1P185106315ESF6444P2600L8M1", 323.0, 1.468, 640.680,  2.329, 135.334,  1.065,   0.017
"1P185108972ETH6444P2600L8M1", 323.1, 1.468, 640.710,  3.745,  30.996,  1.053,   0.018
"1P185177601ESF6444P2600L8M1", 323.5, 1.469, 641.483,  1.030, 592.727,  0.974,   0.035
"1P185191837ESF6444P2600L8M1", 323.6, 1.469, 641.644,  1.629, 354.856,  0.931,   0.022
"1P185263602ESF6444P2600L8M1", 324.1, 1.470, 642.452,  1.071, 563.761,  0.982,   0.034
"1P185265442ESF6444P2619L8M1", 324.1, 1.470, 642.473,  1.039, 580.825,  0.984,   0.035
"1P185266866ESF6444P2600L8M1", 324.1, 1.470, 642.489,  1.026, 590.513,  0.980,   0.036
"1P185283381ESF6444P2600L8M1", 324.2, 1.471, 642.675,  2.178, 204.464,  0.948,   0.018
"1P185283401ESF6444P2618L8M1", 324.2, 1.471, 642.675,  2.184, 204.148,  0.946,   0.018
"1P185347998ESF6444P2630L8M1", 324.6, 1.472, 643.403,  1.244, 465.329,  0.998,   0.030
"1P185353607ESF6444P2600L8M1", 324.7, 1.472, 643.466,  1.047, 579.193,  0.977,   0.035
"1P185356321ESF6444P2600L8M1", 324.7, 1.472, 643.496,  1.023, 594.097,  0.974,   0.036
"1P185369402ESF6444P2600L8M1", 324.8, 1.472, 643.644,  1.628, 360.645,  0.919,   0.022
"1P185441166ESF6444P2600L8M1", 325.2, 1.473, 644.452,  1.069, 566.455,  0.975,   0.034
"1P185462796ESF64BNP2600L8M1", 325.4, 1.473, 644.696,  2.879, 118.274,  0.906,   0.015
"1P185530726ESF64BNP2600L8M1", 325.8, 1.474, 645.461,  1.053, 586.592,  0.957,   0.034
"1P185532889ESF64BNP2600L8M1", 325.8, 1.474, 645.485,  1.026, 600.598,  0.959,   0.035
"1P185548167ESF64BNP2600L8M1", 325.9, 1.475, 645.657,  1.820, 313.148,  0.897,   0.020
"1P185550073ESF64BNP2600L8M1", 325.9, 1.475, 645.679,  2.279, 199.014,  0.915,   0.017
"1P185618717ESF64BNP2600L8M1", 326.4, 1.476, 646.452,  1.068, 584.812,  0.943,   0.034
"1P185639939ESF64BNP2600L8M1", 326.5, 1.476, 646.691,  2.681, 139.606,  0.910,   0.016
"1P185707483ESF64BNP2600L8M1", 326.9, 1.477, 647.452,  1.067, 559.750,  0.983,   0.034
"1P185725971ESF64BNP2600L8M1", 327.1, 1.477, 647.660,  1.865, 298.130,  0.900,   0.019
"1P185796267ESF64BNP2600L8M1", 327.5, 1.478, 648.452,  1.067, 585.889,  0.940,   0.034
"1P185818500ESF64I6P2600L8M1", 327.6, 1.479, 648.702,  3.214,  83.193,  0.918,   0.015
"1P185885033ESF64I6P2600L8M1", 328.1, 1.480, 649.452,  1.066, 576.878,  0.952,   0.034
"1P185903823ESF64I6P2600L8M1", 328.2, 1.480, 649.664,  1.925, 298.041,  0.870,   0.019
"1P185905789ESF64I6P2618L8M1", 328.2, 1.480, 649.686,  2.482, 184.058,  0.869,   0.016
"1P185973818ESF64I6P2600L8M1", 328.6, 1.481, 650.452,  1.065, 606.938,  0.904,   0.034
"1P185991070ESF64KCP2600L8M1", 328.8, 1.481, 650.646,  1.653, 377.774,  0.869,   0.022
"1P186063805ESF64KCP2600L8M1", 329.2, 1.482, 651.466,  1.041, 620.090,  0.902,   0.035
"1P186081498ESF64KCP2600L8M1", 329.3, 1.482, 651.665,  1.949, 292.022,  0.868,   0.019
"1P186153503ESF64KCP2600L8M1", 329.8, 1.483, 652.476,  1.028, 613.405,  0.922,   0.035
"1P186154722ESF64KCP2619L8M1", 329.8, 1.483, 652.490,  1.019, 621.776,  0.917,   0.036
"1P186166943ESF64KCP2600L8M1", 329.9, 1.484, 652.627,  1.446, 449.454,  0.870,   0.025
"1P186235071ESF64KCP2630L8M1", 330.3, 1.485, 653.395,  1.280, 476.312,  0.938,   0.029
"1P186240143ESF64KCP2600L8M1", 330.3, 1.485, 653.452,  1.063, 602.036,  0.907,   0.034
"1P186259482ESF64KCP2600L8M1", 330.5, 1.485, 653.670,  2.048, 264.385,  0.873,   0.018
"1P186328907ESF64KCP2600L8M1", 330.9, 1.486, 654.452,  1.062, 578.818,  0.944,   0.034
"1P186344862ESF64KCP2600L8M1", 331.0, 1.486, 654.632,  1.483, 416.988,  0.897,   0.025
"1P186417684ESF64KCP2600L8M1", 331.5, 1.487, 655.452,  1.062, 550.867,  0.990,   0.034
"1P186437275ESF64KCP2600L8M1", 331.6, 1.488, 655.673,  2.109, 206.370,  0.963,   0.018
"1P186501398ESF64KCP2630L8M1", 332.0, 1.489, 656.395,  1.277, 414.806,  1.044,   0.029
"1P186506466ESF64KCP2600L8M1", 332.0, 1.489, 656.452,  1.061, 539.056,  1.008,   0.034
"1P186522730ESF64KCP2600L8M1", 332.1, 1.489, 656.635,  1.518, 339.488,  1.009,   0.024
"1P186596023ESF64KCP2600L8M1", 332.6, 1.490, 657.461,  1.044, 567.081,  0.974,   0.035
"1P186615143ESF64KCP2600L8M1", 332.7, 1.490, 657.676,  2.196, 197.940,  0.943,   0.017
"1P186617101ESF64KCP2618L8M1", 332.7, 1.490, 657.698,  2.984,  91.057,  0.954,   0.016
"1P186687895ESF64KCP2600L8M1", 333.2, 1.491, 658.496,  1.013, 578.146,  0.983,   0.036
"1P186700590ESF64KCP2600L8M1", 333.3, 1.492, 658.639,  1.555, 357.476,  0.949,   0.023
"1P186773576ESF64KCP2600L8M1", 333.7, 1.493, 659.461,  1.043, 568.180,  0.970,   0.035
"1P186792879ESF64KCP2600L8M1", 333.8, 1.493, 659.678,  2.251, 186.052,  0.945,   0.017
"1P186863275ESF64KCP2600L8M1", 334.3, 1.494, 660.471,  1.028, 587.915,  0.949,   0.035
"1P186878377ESF64KCP2600L8M1", 334.4, 1.494, 660.641,  1.585, 377.945,  0.895,   0.023
"1P186951127ESF64KCP2600L8M1", 334.8, 1.495, 661.461,  1.041, 577.155,  0.953,   0.035
"1P186970850ESF64KCP2600L8M1", 335.0, 1.496, 661.683,  2.390, 197.327,  0.864,   0.016
"1P187039903ESF64KCP2600L8M1", 335.4, 1.497, 662.461,  1.041, 574.619,  0.955,   0.035
"1P187056236ESF64KCP2600L8M1", 335.5, 1.497, 662.645,  1.627, 377.212,  0.870,   0.022
"1P187128679ESF64KCP2600L8M1", 335.9, 1.498, 663.461,  1.040, 589.428,  0.930,   0.035
"1P187147788ESF64KCP2600L8M1", 336.1, 1.498, 663.676,  2.196, 241.026,  0.848,   0.017
"1P187220040ESF64KCP2600L8M1", 336.5, 1.499, 664.490,  1.011, 605.210,  0.929,   0.036
"1P187234094ESF64KCP2600L8M1", 336.6, 1.500, 664.649,  1.672, 357.892,  0.875,   0.022
"1P187306226ESF64KCP2600L8M1", 337.1, 1.501, 665.461,  1.039, 592.033,  0.923,   0.035
"1P187325789ESF64KCP2600L8M1", 337.2, 1.501, 665.682,  2.339, 207.073,  0.859,   0.017
"1P187329339ESF64KCP2656L8M1", 337.2, 1.501, 665.722,  4.853,  19.957,  0.896,   0.021
"1P187329456ESF64KCP2656L8M1", 337.2, 1.501, 665.723,  5.028,  16.960,  0.897,   0.021
"1P187329624ESF64KCP2656L8M1", 337.2, 1.501, 665.725,  5.302,  13.161,  0.899,   0.023
"1P187329797ESF64KCP2656L8M1", 337.2, 1.501, 665.727,  5.614,   9.763,  0.902,   0.025
"1P187330001ESF64KCP2656L8M1", 337.2, 1.501, 665.729,  6.030,   6.465,  0.908,   0.027
"1P187394219ESF64KCP2600L8M1", 337.6, 1.502, 666.452,  1.054, 583.213,  0.923,   0.034
"1P187411897ESF64KCP2600L8M1", 337.7, 1.502, 666.652,  1.713, 349.755,  0.866,   0.021
"1P187479746ESF64KCP2600L8M1", 338.1, 1.503, 667.416,  1.163, 509.891,  0.952,   0.031
"1P187483087ESF64KCP2600L8M1", 338.2, 1.503, 667.454,  1.051, 577.422,  0.934,   0.034
"1P187484688ESF64KCP2619L8M1", 338.2, 1.503, 667.472,  1.024, 592.955,  0.932,   0.035
"1P187486554ESF64KCP2617L8M1", 338.2, 1.503, 667.493,  1.009, 612.164,  0.914,   0.036
"1P187488501ESF64KCP2600L8M1", 338.2, 1.504, 667.515,  1.012, 599.567,  0.931,   0.036
"1P187572550ESF64KCP2619L8M1", 338.7, 1.505, 668.461,  1.037, 593.675,  0.917,   0.035
"1P187586304ESF64KCP2600L8M1", 338.8, 1.505, 668.616,  1.344, 499.807,  0.835,   0.027
"1P187587710ESF64KCP2600L8M1", 338.8, 1.505, 668.632,  1.479, 447.949,  0.833,   0.025
"1P187593697ESF64KCP2658L8M1", 338.8, 1.505, 668.700,  3.046, 107.391,  0.873,   0.015
"1P187593711ESF64KCP2658L8M1", 338.8, 1.505, 668.700,  3.055, 106.563,  0.874,   0.015
"1P187657360ESF64KCP2600L8M1", 339.2, 1.506, 669.417,  1.159, 542.107,  0.899,   0.031
"1P187660537ESF64KCP2600L8M1", 339.2, 1.506, 669.453,  1.052, 594.387,  0.901,   0.034
"1P187682290ESF64KCP2600L8M1", 339.4, 1.506, 669.698,  2.947, 135.857,  0.822,   0.015
"1P187747026ESF64KCP2600L8M1", 339.8, 1.507, 670.427,  1.120, 550.111,  0.915,   0.032
"1P187749321ESF64KCP2600L8M1", 339.8, 1.507, 670.453,  1.051, 604.354,  0.885,   0.034
"1P187767614ESF64KCP2600L8M1", 339.9, 1.508, 670.659,  1.824, 363.950,  0.787,   0.020
"1P187833028ESF64KCP2630L8M1", 340.3, 1.509, 671.396,  1.262, 483.724,  0.913,   0.029
"1P187834195ESF64KCP2600L8M1", 340.3, 1.509, 671.409,  1.192, 520.053,  0.905,   0.030
"1P187838087ESF64KCP2600L8M1", 340.3, 1.509, 671.453,  1.051, 618.739,  0.860,   0.034
"1P187846786ESF64KCP2600L8M1", 340.4, 1.509, 671.551,  1.058, 652.468,  0.804,   0.035
"1P187853054ESF64KCP2600L8M1", 340.4, 1.509, 671.621,  1.381, 518.857,  0.782,   0.027
"1P187926872ESF64KCP2600L8M1", 340.9, 1.510, 672.453,  1.050, 631.524,  0.840,   0.034
"1P187945284ESF64KCP2600L8M1", 341.0, 1.510, 672.660,  1.849, 342.790,  0.807,   0.020
"1P188010891ESF64KCP2600L8M1", 341.4, 1.511, 673.399,  1.240, 524.424,  0.862,   0.030
"1P188021478ESF64KCP2600L8M1", 341.5, 1.512, 673.519,  1.012, 671.186,  0.808,   0.036
"1P188030600ESF64KCP2600L8M1", 341.5, 1.512, 673.622,  1.381, 513.941,  0.786,   0.026
"1P188107175ESF64KCP2600L8M1", 342.0, 1.513, 674.484,  1.010, 638.750,  0.857,   0.036
"1P188123156ESF64KCP2600L8M1", 342.1, 1.513, 674.664,  1.919, 331.774,  0.793,   0.019
"1P188193190ESF64KCP2600L8M1", 342.5, 1.514, 675.453,  1.049, 634.114,  0.833,   0.034
"1P188208593ESF64KCP2600L8M1", 342.6, 1.514, 675.627,  1.425, 483.127,  0.803,   0.026
"1P188281963ESF64KCP2600L8M1", 343.1, 1.516, 676.453,  1.048, 611.367,  0.865,   0.034
"1P188299425ESF64KCP2600L8M1", 343.2, 1.516, 676.650,  1.684, 394.516,  0.798,   0.022
"1P188371942ESF64KCP2600L8M1", 343.6, 1.517, 677.467,  1.025, 647.608,  0.826,   0.035
"1P188386440ESF64KCP2600L8M1", 343.7, 1.517, 677.630,  1.456, 461.547,  0.814,   0.025
"1P188459524ESF64KCP2600L8M1", 344.2, 1.518, 678.454,  1.047, 653.345,  0.800,   0.034
"1P188478805ESF64KCP2600L8M1", 344.3, 1.518, 678.671,  2.054, 329.415,  0.741,   0.018
"1P188549205ESF64KCP2600L8M1", 344.7, 1.520, 679.464,  1.029, 671.537,  0.784,   0.035
"1P188564241ESF64KCP2600L8M1", 344.8, 1.520, 679.633,  1.486, 494.440,  0.749,   0.025
"1P188637066ESF64KCP2600L8M1", 345.2, 1.521, 680.454,  1.046, 659.310,  0.789,   0.034
"1P188656661ESF64KCP2600L8M1", 345.3, 1.521, 680.675,  2.140, 322.893,  0.719,   0.017
"1P188726879ESF64KCP2600L8M1", 345.8, 1.522, 681.466,  1.026, 656.721,  0.806,   0.035
"1P188742107ESF64KCP2600L8M1", 345.9, 1.522, 681.637,  1.525, 482.191,  0.745,   0.024
"1P188815980ESF64KCP2600L8M1", 346.3, 1.524, 682.469,  1.021, 668.841,  0.789,   0.035
"1P188833762ESF64KCP2600L8M1", 346.4, 1.524, 682.670,  2.028, 326.559,  0.751,   0.018
"1P188903409ESF64KCP2600L8M1", 346.8, 1.525, 683.454,  1.044, 654.860,  0.792,   0.035
"1P188919284ESF64KCP2600L8M1", 346.9, 1.525, 683.633,  1.483, 496.799,  0.743,   0.025
"1P188992167ESF64KCP2600L8M1", 347.4, 1.526, 684.454,  1.044, 644.113,  0.806,   0.035
"1P188993800ESF64KCP2600L8M1", 347.4, 1.526, 684.473,  1.016, 675.960,  0.779,   0.036
"1P188997016ESF64KCP2600L8M1", 347.4, 1.526, 684.509,  1.003, 688.411,  0.771,   0.036
"1P189012491ESF64KCP2600L8M1", 347.5, 1.527, 684.683,  2.383, 247.599,  0.753,   0.016
"1P189014458ESF64KCP2600L8M1", 347.5, 1.527, 684.705,  3.382, 114.634,  0.759,   0.014
"1P189071584ESF64KCP2600L8M1", 347.9, 1.527, 685.349,  1.696, 397.108,  0.781,   0.023
"1P189082920ESF64KCP2600L8M1", 347.9, 1.528, 685.477,  1.012, 684.919,  0.767,   0.036
"1P189086903ESF64KCP2600L8M1", 347.9, 1.528, 685.522,  1.011, 686.667,  0.766,   0.036
"1P189097753ESF64KCP2600L8M1", 348.0, 1.528, 685.644,  1.601, 458.337,  0.736,   0.023
"1P189099780ESF64KCP2600L8M1", 348.0, 1.528, 685.667,  1.964, 344.651,  0.745,   0.018
"1P189169745ESF64KCP2600L8M1", 348.4, 1.529, 686.455,  1.042, 664.294,  0.774,   0.035
"1P189190236ESF64KCP2600L8M1", 348.6, 1.529, 686.686,  2.464, 254.480,  0.717,   0.016
"1P189259774ESF64KCP2600L8M1", 349.0, 1.530, 687.469,  1.020, 680.364,  0.765,   0.035
"1P189274024ESF64KCP2600L8M1", 349.1, 1.530, 687.630,  1.449, 528.652,  0.713,   0.025
"1P189348563ESF64KCP2600L8M1", 349.5, 1.532, 688.469,  1.019, 677.285,  0.768,   0.035
"1P189368040ESF64KCP2600L8M1", 349.6, 1.532, 688.689,  2.575, 256.475,  0.681,   0.015
"1P189436061ESF64KCP2600L8M1", 350.0, 1.533, 689.455,  1.041, 680.942,  0.746,   0.035
"1P189453537ESF64KCP2600L8M1", 350.1, 1.533, 689.652,  1.712, 441.842,  0.706,   0.021
"1P189524837ESF64KCP2600L8M1", 350.6, 1.534, 690.455,  1.041, 677.917,  0.749,   0.035
"1P189546010ESF64KCP2600L8M1", 350.7, 1.535, 690.694,  2.777, 201.067,  0.718,   0.015
"1P189614750ESF64KCP2600L8M1", 351.1, 1.536, 691.468,  1.020, 688.069,  0.746,   0.035
"1P189631405ESF64KCP2600L8M1", 351.2, 1.536, 691.656,  1.772, 410.122,  0.722,   0.020
"1P189702377ESF64KCP2600L8M1", 351.6, 1.537, 692.456,  1.040, 683.748,  0.738,   0.035
"1P189708684ESF64KCP2600L8M1", 351.7, 1.537, 692.527,  1.014, 716.765,  0.709,   0.036
"1P189792589ESF64KCP2600L8M1", 352.2, 1.538, 693.472,  1.016, 701.489,  0.727,   0.036
"1P189808994ESF64KCP2600L8M1", 352.3, 1.538, 693.657,  1.784, 425.461,  0.695,   0.020
"1P189879945ESF64KCP2600L8M1", 352.7, 1.539, 694.456,  1.039, 672.390,  0.752,   0.035
"1P189896371ESF64KCP2600L8M1", 352.8, 1.540, 694.641,  1.569, 433.881,  0.776,   0.023
"1P189968713ESF64KCP2600L8M1", 353.2, 1.541, 695.456,  1.039, 689.134,  0.726,   0.035
"1P189986690ESF64KCP2600L8M1", 353.3, 1.541, 695.659,  1.817, 368.379,  0.759,   0.020
"1P190058261ESF64KCP2600L8M1", 353.7, 1.542, 696.465,  1.024, 692.524,  0.730,   0.035
"1P190072383ESF64KCP2600L8M1", 353.8, 1.542, 696.624,  1.399, 511.235,  0.751,   0.026
"1P190146254ESF64KCP2600L8M1", 354.2, 1.543, 697.457,  1.038, 678.533,  0.739,   0.035
"1P190163411ESF64KCP2600L8M1", 354.3, 1.544, 697.650,  1.679, 437.353,  0.717,   0.022
"1P190233341ESF64KCP2619L8M1", 354.8, 1.545, 698.438,  1.081, 674.995,  0.713,   0.033
"1P190235037ESF64KCP2600L8M1", 354.8, 1.545, 698.457,  1.038, 698.471,  0.709,   0.035
"1P190250364ESF64KCP2600L8M1", 354.9, 1.545, 698.629,  1.445, 562.330,  0.658,   0.025
"1P190254482ESF64KCP2618L8M1", 354.9, 1.545, 698.676,  2.174, 349.825,  0.656,   0.017
"1P190325038ESF64KCP2600L8M1", 355.3, 1.546, 699.471,  1.017, 699.250,  0.720,   0.035
"1P190342712ESF64KCP2600L8M1", 355.4, 1.546, 699.670,  2.033, 354.001,  0.695,   0.018
"1P190412576ESF64KCP2600L8M1", 355.8, 1.547, 700.457,  1.037, 691.453,  0.716,   0.035
"1P190428158ESF64KCP2600L8M1", 355.9, 1.548, 700.633,  1.476, 533.844,  0.677,   0.025
"1P190502134ESF64KCP2600L8M1", 356.3, 1.549, 701.466,  1.023, 716.278,  0.689,   0.035
"1P190520577ESF64KCP2600L8M1", 356.4, 1.549, 701.674,  2.124, 337.015,  0.686,   0.017
"1P190590831ESF64KCP2600L8M1", 356.9, 1.550, 702.465,  1.024, 717.973,  0.684,   0.035
"1P190592408ESF64KCP2619L8M1", 356.9, 1.550, 702.483,  1.006, 724.273,  0.686,   0.036
"1P190594226ESF64KCP2617L8M1", 356.9, 1.550, 702.504,  1.000, 734.532,  0.677,   0.037
"1P190596188ESF64KCP2600L8M1", 356.9, 1.550, 702.526,  1.013, 736.313,  0.666,   0.036
"1P190678905ESF64KCP2600L8M1", 357.4, 1.551, 703.458,  1.036, 691.070,  0.713,   0.035
"1P190698051ESF64KCP2600L8M1", 357.5, 1.552, 703.673,  2.113, 334.465,  0.691,   0.018
"1P190769545ESF64KCP2600L8M1", 357.9, 1.553, 704.479,  1.009, 721.770,  0.684,   0.036
"1P190783802ESF64KCP2600L8M1", 358.0, 1.553, 704.639,  1.549, 521.696,  0.655,   0.024
"1P190851391ESF64KCP2630L8M1", 358.4, 1.554, 705.401,  1.227, 623.529,  0.683,   0.030
"1P190852585ESF64KCP2600L8M1", 358.4, 1.554, 705.414,  1.162, 648.632,  0.687,   0.031
"1P190854453ESF64KCP2600L8M1", 358.4, 1.554, 705.435,  1.087, 683.097,  0.687,   0.033
"1P190856453ESF64KCP2600L8M1", 358.4, 1.554, 705.458,  1.036, 707.951,  0.686,   0.035
"1P190857538ESF64KCP2619L8M1", 358.4, 1.554, 705.470,  1.018, 717.881,  0.683,   0.036
"1P190859883ESF64KCP2600L8M1", 358.4, 1.554, 705.497,  1.000, 734.758,  0.671,   0.036
"1P190871552ESF64KCP2664L8M1", 358.5, 1.554, 705.628,  1.434, 566.475,  0.650,   0.025
"1P190874446ESF64KCP2600L8M1", 358.5, 1.554, 705.661,  1.853, 434.098,  0.647,   0.020
"1P190878182ESF64KCP2600L8M1", 358.5, 1.554, 705.703,  3.236, 166.365,  0.667,   0.014
"1P190945228ESF64KCP2600L8M1", 358.9, 1.555, 706.458,  1.035, 718.381,  0.671,   0.035
"1P190961678ESF64KSP2600L8M1", 359.0, 1.555, 706.644,  1.598, 478.509,  0.688,   0.023
"1P191034014ESF64KSP2600L8M1", 359.4, 1.556, 707.458,  1.035, 727.021,  0.659,   0.035
"1P191042814ESF64KSP2600L8M1", 359.5, 1.556, 707.558,  1.069, 727.779,  0.635,   0.034
"1P191124543ESF64KSP2600L8M1", 360.0, 1.558, 708.478,  1.010, 731.922,  0.664,   0.036
"1P191137761ESF64KSP2600L8M1",   0.0, 1.558, 708.627,  1.428, 536.662,  0.687,   0.026
"1P191211555ESF64KSP2600L8M1",   0.5, 1.559, 709.459,  1.035, 737.671,  0.641,   0.035
"1P191229012ESF64KSP2600L8M1",   0.6, 1.559, 709.655,  1.767, 429.956,  0.680,   0.021
"1P191291865ESF64KSP2630L8M1",   0.9, 1.560, 710.364,  1.516, 555.001,  0.624,   0.025
"1P191295263ESF64KSP2600L8M1",   0.9, 1.560, 710.402,  1.223, 662.637,  0.629,   0.030
"1P191297239ESF64KSP2600L8M1",   0.9, 1.560, 710.424,  1.124, 696.148,  0.640,   0.032
"1P191299313ESF64KSP2600L8M1",   1.0, 1.560, 710.448,  1.057, 713.117,  0.658,   0.034
"1P191301802ESF64KSP2600L8M1",   1.0, 1.560, 710.476,  1.013, 727.546,  0.665,   0.036
"1P191314729ESF64KSP2600L8M1",   1.0, 1.560, 710.621,  1.376, 550.882,  0.691,   0.027
"1P191386374ESF64KSP2600L8M1",   1.5, 1.561, 711.428,  1.110, 697.974,  0.645,   0.032
"1P191389944ESF64KSP2600L8M1",   1.5, 1.561, 711.469,  1.020, 733.026,  0.654,   0.035
"1P191407513ESF64KSP2600L8M1",   1.6, 1.562, 711.667,  1.969, 371.812,  0.682,   0.019
"1P191472817ESF64KSP2600L8M1",   2.0, 1.563, 712.402,  1.221, 622.688,  0.678,   0.030
"1P191477888ESF64KSP2600L8M1",   2.0, 1.563, 712.459,  1.034, 705.285,  0.680,   0.035
"1P191489694ESF64KSP2600L8M1",   2.1, 1.563, 712.593,  1.195, 626.470,  0.685,   0.030
"1P191567629ESF64KSP2600L8M1",   2.5, 1.564, 713.471,  1.018, 694.465,  0.704,   0.035
"1P191583899ESF64KSP2600L8M1",   2.6, 1.564, 713.654,  1.744, 393.627,  0.735,   0.021
"1P191655430ESF64KSP2600L8M1",   3.0, 1.565, 714.460,  1.034, 697.505,  0.688,   0.035
